Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.2799999713897705, 3.3999998569488525, 3.2699999809265137, 3.3999998569488525]","[0.16300000250339508, 0.3060000240802765, -0.04700000211596489, -0.00800000037997961]","[1.0, 0.9058824181556702, 1.0, 1.0]","[0.24313727021217346, 0.19607844948768616, 0.19215688109397888, 0.19215688109397888]","[72.9000015258789, 70.6500015258789, 64.79999542236328, 67.5]"
1.44755E+18,"[3.3399999141693115, 3.379999876022339, 3.2799999713897705, 3.429999828338623]","[0.16500000655651093, 0.29600000381469727, -0.03700000047683716, 0.0]","[1.0, 1.0, 0.9372549653053284, 0.8823530077934265]","[0.20000001788139343, 0.1882353127002716, 0.20000001788139343, 0.18039216101169586]","[70.6500015258789, 68.8499984741211, 64.79999542236328, 66.1500015258789]"
1.44755E+18,"[3.3999998569488525, 3.3399999141693115, 3.3299999237060547, 3.4099998474121094]","[0.16500000655651093, 0.2880000174045563, -0.01100000087171793, 0.0]","[1.0, 0.9568628072738647, 0.9450981020927429, 0.9058824181556702]","[0.19607844948768616, 0.20000001788139343, 0.1882353127002716, 0.19215688109397888]","[68.8499984741211, 66.5999984741211, 65.69999694824219, 67.5]"
1.44755E+18,"[3.319999933242798, 3.3299999237060547, 3.429999828338623, 3.3299999237060547]","[0.1510000079870224, 0.26100000739097595, -0.00800000037997961, 0.0]","[0.8666667342185974, 0.9215686917304993, 0.9294118285179138, 0.9411765336990356]","[0.20784315466880798, 0.23137256503105164, 0.1882353127002716, 0.2196078598499298]","[72.0, 72.44999694824219, 66.1500015258789, 69.75]"
1.44755E+18,"[3.2899999618530273, 3.319999933242798, 3.5299999713897705, 3.2899999618530273]","[0.1340000033378601, 0.20200000703334808, 0.009000000543892384, -0.003000000026077032]","[0.9098039865493774, 0.8941177129745483, 0.9843137860298157, 0.960784375667572]","[0.20000001788139343, 0.20784315466880798, 0.1725490242242813, 0.1882353127002716]","[70.6500015258789, 70.19999694824219, 66.5999984741211, 65.25]"
1.44755E+18,"[3.309999942779541, 3.2899999618530273, 3.5299999713897705, 3.2799999713897705]","[0.11700000613927841, 0.1730000078678131, 0.015000000596046448, -0.0010000000474974513]","[0.9215686917304993, 0.8627451658248901, 0.9215686917304993, 0.9294118285179138]","[0.22745099663734436, 0.22745099663734436, 0.1882353127002716, 0.24705883860588074]","[72.0, 75.1500015258789, 69.29999542236328, 71.54999542236328]"
1.44755E+18,"[3.3299999237060547, 3.2799999713897705, 3.4499998092651367, 3.319999933242798]","[0.13700000941753387, 0.15300001204013824, 0.017000000923871994, 0.0]","[0.9372549653053284, 0.9098039865493774, 0.9372549653053284, 0.9019608497619629]","[0.2196078598499298, 0.23137256503105164, 0.20000001788139343, 0.19607844948768616]","[72.9000015258789, 73.3499984741211, 68.4000015258789, 65.69999694824219]"
1.44755E+18,"[3.309999942779541, 3.259999990463257, 3.419999837875366, 3.319999933242798]","[0.1380000114440918, 0.10400000214576721, 0.01600000075995922, 0.0]","[0.9568628072738647, 0.9529412388801575, 0.9686275124549866, 0.9647059440612793]","[0.19215688109397888, 0.22745099663734436, 0.19607844948768616, 0.2196078598499298]","[69.75, 75.5999984741211, 67.5, 71.0999984741211]"
1.44755E+18,"[3.2799999713897705, 3.2899999618530273, 3.4600000381469727, 3.309999942779541]","[0.1290000081062317, 0.04500000178813934, 0.00800000037997961, 0.003000000026077032]","[0.9568628072738647, 0.9372549653053284, 0.9843137860298157, 0.9490196704864502]","[0.19607844948768616, 0.25882354378700256, 0.18039216101169586, 0.21568629145622253]","[70.6500015258789, 76.04999542236328, 67.04999542236328, 69.29999542236328]"
1.44755E+18,"[3.2200000286102295, 3.359999895095825, 3.4800000190734863, 3.309999942779541]","[0.11000000685453415, 0.026000000536441803, 0.010000000707805157, -0.003000000026077032]","[0.9725490808486938, 0.9764706492424011, 0.960784375667572, 0.9529412388801575]","[0.19215688109397888, 0.2392157018184662, 0.16078431904315948, 0.19215688109397888]","[71.54999542236328, 72.44999694824219, 65.25, 66.1500015258789]"
1.44755E+18,"[3.240000009536743, 3.419999837875366, 3.4700000286102295, 3.2899999618530273]","[0.09800000488758087, 0.01900000125169754, 0.018000001087784767, 0.0]","[0.9921569228172302, 0.9803922176361084, 0.9529412388801575, 0.9647059440612793]","[0.2352941334247589, 0.18431372940540314, 0.16862745583057404, 0.2196078598499298]","[72.9000015258789, 65.69999694824219, 66.1500015258789, 70.19999694824219]"
1.44755E+18,"[3.2899999618530273, 3.4499998092651367, 3.4600000381469727, 3.2799999713897705]","[0.0990000069141388, 0.01600000075995922, 0.005000000353902578, 0.004000000189989805]","[0.9764706492424011, 0.9686275124549866, 0.9333333969116211, 0.9411765336990356]","[0.21176472306251526, 0.22745099663734436, 0.16470588743686676, 0.20784315466880798]","[72.9000015258789, 70.6500015258789, 65.69999694824219, 67.94999694824219]"
1.44755E+18,"[3.4099998474121094, 3.309999942779541, 3.4099998474121094, 3.2899999618530273]","[0.11000000685453415, 0.027000000700354576, -0.007000000216066837, -0.004000000189989805]","[0.9764706492424011, 0.9647059440612793, 0.9568628072738647, 0.9647059440612793]","[0.21568629145622253, 0.22352942824363708, 0.1882353127002716, 0.21568629145622253]","[73.79999542236328, 69.75, 65.25, 69.29999542236328]"
1.44755E+18,"[3.559999942779541, 3.2300000190734863, 3.379999876022339, 3.369999885559082]","[0.09400000423192978, 0.02500000037252903, -0.014000000432133675, 0.003000000026077032]","[0.9725490808486938, 0.9921569228172302, 0.9725490808486938, 0.9647059440612793]","[0.19215688109397888, 0.22745099663734436, 0.20000001788139343, 0.20000001788139343]","[70.19999694824219, 68.8499984741211, 67.5, 68.8499984741211]"
1.44755E+18,"[3.5799999237060547, 3.2100000381469727, 3.319999933242798, 3.429999828338623]","[0.10600000619888306, 0.030000001192092896, -0.004000000189989805, 0.0]","[0.9921569228172302, 0.988235354423523, 0.9647059440612793, 0.9647059440612793]","[0.19607844948768616, 0.22745099663734436, 0.1764705926179886, 0.18431372940540314]","[72.44999694824219, 68.4000015258789, 65.25, 66.1500015258789]"
1.44755E+18,"[3.549999952316284, 3.2300000190734863, 3.3399999141693115, 3.419999837875366]","[0.10600000619888306, 0.018000001087784767, 0.009000000543892384, 0.0]","[0.9843137860298157, 0.9764706492424011, 0.960784375667572, 0.960784375667572]","[0.19607844948768616, 0.2196078598499298, 0.1882353127002716, 0.1882353127002716]","[71.0999984741211, 67.04999542236328, 64.3499984741211, 66.5999984741211]"
1.44755E+18,"[3.4700000286102295, 3.2899999618530273, 3.369999885559082, 3.359999895095825]","[0.11600000411272049, 0.039000000804662704, 0.012000000104308128, -0.0020000000949949026]","[0.9647059440612793, 0.917647123336792, 0.9686275124549866, 0.9647059440612793]","[0.18431372940540314, 0.2352941334247589, 0.21176472306251526, 0.23137256503105164]","[69.75, 71.0999984741211, 68.8499984741211, 70.6500015258789]"
1.44755E+18,"[3.379999876022339, 3.3399999141693115, 3.419999837875366, 3.2899999618530273]","[0.11400000751018524, 0.06400000303983688, 0.013000000268220901, -0.0010000000474974513]","[0.9725490808486938, 0.960784375667572, 0.9725490808486938, 0.9568628072738647]","[0.22352942824363708, 0.21568629145622253, 0.18431372940540314, 0.250980406999588]","[72.0, 70.6500015258789, 66.1500015258789, 72.44999694824219]"
1.44755E+18,"[3.4099998474121094, 3.2899999618530273, 3.369999885559082, 3.3399999141693115]","[0.14100000262260437, 0.09800000488758087, 0.02200000174343586, 0.0010000000474974513]","[0.9450981020927429, 0.9490196704864502, 0.9843137860298157, 0.960784375667572]","[0.2039215862751007, 0.2196078598499298, 0.19607844948768616, 0.1882353127002716]","[72.0, 70.6500015258789, 67.04999542236328, 67.5]"
1.44755E+18,"[3.4800000190734863, 3.2200000286102295, 3.359999895095825, 3.369999885559082]","[0.17000000178813934, 0.17000000178813934, -0.007000000216066837, 0.003000000026077032]","[0.9333333969116211, 0.9098039865493774, 0.9529412388801575, 0.9568628072738647]","[0.1764705926179886, 0.23137256503105164, 0.2039215862751007, 0.1764705926179886]","[69.75, 71.54999542236328, 66.5999984741211, 64.3499984741211]"
1.44755E+18,"[3.5, 3.2699999809265137, 3.4099998474121094, 3.309999942779541]","[0.18300001323223114, 0.20200000703334808, -0.0020000000949949026, -0.007000000216066837]","[0.8862745761871338, 0.9254902601242065, 0.9647059440612793, 0.9490196704864502]","[0.18431372940540314, 0.24313727021217346, 0.18039216101169586, 0.18039216101169586]","[70.6500015258789, 72.9000015258789, 66.5999984741211, 64.79999542236328]"
1.44755E+18,"[3.4600000381469727, 3.3299999237060547, 3.549999952316284, 3.18999981880188]","[0.15200001001358032, 0.164000004529953, 0.010000000707805157, 0.0]","[0.9372549653053284, 0.9254902601242065, 0.9372549653053284, 0.9803922176361084]","[0.16862745583057404, 0.22352942824363708, 0.18039216101169586, 0.2549019753932953]","[71.0999984741211, 69.75, 67.04999542236328, 72.0]"
1.44755E+18,"[3.429999828338623, 3.3399999141693115, 3.609999895095825, 3.2100000381469727]","[0.12700000405311584, 0.14300000667572021, -0.004000000189989805, 0.0]","[0.9098039865493774, 0.9333333969116211, 0.9411765336990356, 0.9764706492424011]","[0.18431372940540314, 0.21568629145622253, 0.1764705926179886, 0.2196078598499298]","[73.3499984741211, 72.0, 66.1500015258789, 71.0999984741211]"
1.44755E+18,"[3.419999837875366, 3.3399999141693115, 3.4800000190734863, 3.2699999809265137]","[0.12600000202655792, 0.13900001347064972, -0.01900000125169754, 0.0010000000474974513]","[0.9647059440612793, 0.9529412388801575, 0.960784375667572, 0.960784375667572]","[0.18039216101169586, 0.20000001788139343, 0.16470588743686676, 0.21176472306251526]","[71.0999984741211, 69.29999542236328, 65.25, 68.4000015258789]"
1.44755E+18,"[3.4099998474121094, 3.3399999141693115, 3.429999828338623, 3.3299999237060547]","[0.1340000033378601, 0.1469999998807907, -0.013000000268220901, -0.0020000000949949026]","[0.960784375667572, 0.9333333969116211, 0.9764706492424011, 0.9803922176361084]","[0.19215688109397888, 0.18039216101169586, 0.19215688109397888, 0.23137256503105164]","[72.9000015258789, 66.5999984741211, 69.29999542236328, 71.54999542236328]"
1.44755E+18,"[3.429999828338623, 3.359999895095825, 3.369999885559082, 3.379999876022339]","[0.13199999928474426, 0.16900001466274261, -0.021000001579523087, 0.003000000026077032]","[0.9137255549430847, 0.9294118285179138, 0.9254902601242065, 0.9137255549430847]","[0.19607844948768616, 0.22745099663734436, 0.1764705926179886, 0.18039216101169586]","[72.9000015258789, 72.9000015258789, 63.44999694824219, 67.04999542236328]"
1.44755E+18,"[3.4600000381469727, 3.309999942779541, 3.379999876022339, 3.4099998474121094]","[0.14500001072883606, 0.1810000091791153, -0.017000000923871994, -0.006000000052154064]","[0.8862745761871338, 0.9411765336990356, 0.917647123336792, 0.9725490808486938]","[0.19607844948768616, 0.20000001788139343, 0.19215688109397888, 0.2196078598499298]","[72.0, 68.8499984741211, 66.5999984741211, 70.19999694824219]"
1.44755E+18,"[3.5799999237060547, 3.2300000190734863, 3.359999895095825, 3.4600000381469727]","[0.17800000309944153, 0.2070000171661377, 0.010000000707805157, 0.003000000026077032]","[1.0, 0.9254902601242065, 0.9529412388801575, 0.8980392813682556]","[0.16470588743686676, 0.21176472306251526, 0.1764705926179886, 0.19215688109397888]","[67.94999694824219, 68.4000015258789, 65.69999694824219, 69.29999542236328]"
1.44755E+18,"[3.679999828338623, 3.2100000381469727, 3.379999876022339, 3.4499998092651367]","[0.1680000126361847, 0.1810000091791153, -0.006000000052154064, 0.00800000037997961]","[0.9098039865493774, 0.8627451658248901, 0.8862745761871338, 0.9137255549430847]","[0.16470588743686676, 0.24705883860588074, 0.1725490242242813, 0.16078431904315948]","[69.75, 71.54999542236328, 65.25, 67.04999542236328]"
1.44755E+18,"[3.559999942779541, 3.2300000190734863, 3.3399999141693115, 3.4700000286102295]","[0.16900001466274261, 0.1680000126361847, 0.005000000353902578, -0.006000000052154064]","[0.9450981020927429, 0.9098039865493774, 1.0, 0.9411765336990356]","[0.1725490242242813, 0.250980406999588, 0.16470588743686676, 0.19607844948768616]","[69.75, 73.3499984741211, 63.44999694824219, 70.19999694824219]"
1.44755E+18,"[3.4499998092651367, 3.3299999237060547, 3.379999876022339, 3.429999828338623]","[0.14600001275539398, 0.16200000047683716, 0.01600000075995922, -0.004000000189989805]","[0.9254902601242065, 0.9098039865493774, 0.9764706492424011, 0.9215686917304993]","[0.16862745583057404, 0.22352942824363708, 0.18431372940540314, 0.19607844948768616]","[70.19999694824219, 71.54999542236328, 66.5999984741211, 69.29999542236328]"
1.44755E+18,"[3.4099998474121094, 3.3999998569488525, 3.359999895095825, 3.419999837875366]","[0.14300000667572021, 0.18200001120567322, 0.014000000432133675, -0.006000000052154064]","[0.9529412388801575, 0.9137255549430847, 0.960784375667572, 0.9686275124549866]","[0.1882353127002716, 0.21176472306251526, 0.16470588743686676, 0.21176472306251526]","[75.1500015258789, 74.69999694824219, 62.54999923706055, 69.29999542236328]"
1.44755E+18,"[3.3999998569488525, 3.379999876022339, 3.359999895095825, 3.379999876022339]","[0.12400000542402267, 0.1940000057220459, 0.012000000104308128, -0.003000000026077032]","[0.8705883026123047, 0.8862745761871338, 0.9450981020927429, 0.960784375667572]","[0.14901961386203766, 0.16470588743686676, 0.18431372940540314, 0.21176472306251526]","[72.0, 67.5, 67.04999542236328, 70.19999694824219]"
1.44755E+18,"[3.4499998092651367, 3.3299999237060547, 3.369999885559082, 3.379999876022339]","[0.11700000613927841, 0.19100001454353333, 0.03700000047683716, 0.0]","[0.9686275124549866, 0.9490196704864502, 0.9411765336990356, 0.9254902601242065]","[0.14901961386203766, 0.20000001788139343, 0.1882353127002716, 0.1882353127002716]","[67.94999694824219, 69.29999542236328, 64.79999542236328, 67.94999694824219]"
1.44755E+18,"[3.509999990463257, 3.2699999809265137, 3.3399999141693115, 3.3999998569488525]","[0.13600000739097595, 0.22200001776218414, 0.00800000037997961, 0.003000000026077032]","[0.9333333969116211, 0.9647059440612793, 1.0, 0.9686275124549866]","[0.14509804546833038, 0.2392157018184662, 0.21176472306251526, 0.18431372940540314]","[69.75, 72.0, 69.75, 65.25]"
1.44755E+18,"[3.4700000286102295, 3.2899999618530273, 3.3399999141693115, 3.4099998474121094]","[0.16300000250339508, 0.25699999928474426, 0.010000000707805157, 0.006000000052154064]","[0.8705883026123047, 0.9411765336990356, 0.9254902601242065, 0.9450981020927429]","[0.1568627506494522, 0.2196078598499298, 0.19607844948768616, 0.2039215862751007]","[70.19999694824219, 72.0, 66.1500015258789, 68.8499984741211]"
1.44755E+18,"[3.5, 3.2799999713897705, 3.369999885559082, 3.369999885559082]","[0.164000004529953, 0.2590000033378601, 0.020000001415610313, 0.0]","[0.8980392813682556, 0.8862745761871338, 0.9137255549430847, 0.9254902601242065]","[0.16078431904315948, 0.2196078598499298, 0.19607844948768616, 0.21176472306251526]","[71.54999542236328, 71.54999542236328, 67.04999542236328, 69.75]"
1.44755E+18,"[3.4600000381469727, 3.309999942779541, 3.4099998474121094, 3.319999933242798]","[0.14300000667572021, 0.2590000033378601, 0.01900000125169754, -0.003000000026077032]","[0.8901961445808411, 0.9921569228172302, 0.917647123336792, 0.9568628072738647]","[0.12941177189350128, 0.23137256503105164, 0.19607844948768616, 0.2039215862751007]","[71.54999542236328, 72.44999694824219, 68.4000015258789, 69.75]"
1.44755E+18,"[3.4800000190734863, 3.2899999618530273, 3.3999998569488525, 3.3399999141693115]","[0.12300000339746475, 0.20500001311302185, 0.032999999821186066, -0.004000000189989805]","[0.9411765336990356, 0.874509871006012, 0.9568628072738647, 0.9254902601242065]","[0.12941177189350128, 0.22745099663734436, 0.19607844948768616, 0.21568629145622253]","[69.29999542236328, 70.6500015258789, 67.94999694824219, 68.8499984741211]"
1.44755E+18,"[3.4700000286102295, 3.3299999237060547, 3.429999828338623, 3.2899999618530273]","[0.11000000685453415, 0.18200001120567322, 0.05300000309944153, -0.004000000189989805]","[0.8901961445808411, 0.9294118285179138, 0.9372549653053284, 0.9568628072738647]","[0.1411764770746231, 0.250980406999588, 0.19607844948768616, 0.18431372940540314]","[69.29999542236328, 72.9000015258789, 67.04999542236328, 67.04999542236328]"
1.44755E+18,"[3.4099998474121094, 3.2899999618530273, 3.419999837875366, 3.2799999713897705]","[0.09300000220537186, 0.18800000846385956, 0.06100000441074371, -0.0010000000474974513]","[0.9529412388801575, 1.0, 0.9725490808486938, 0.9647059440612793]","[0.14901961386203766, 0.2392157018184662, 0.18431372940540314, 0.1882353127002716]","[72.0, 72.44999694824219, 67.04999542236328, 65.25]"
1.44755E+18,"[3.4600000381469727, 3.259999990463257, 3.3299999237060547, 3.359999895095825]","[0.11500000208616257, 0.22200001776218414, 0.06100000441074371, 0.0010000000474974513]","[0.9568628072738647, 0.9294118285179138, 0.9254902601242065, 0.9568628072738647]","[0.15294118225574493, 0.2352941334247589, 0.19607844948768616, 0.18431372940540314]","[73.3499984741211, 73.3499984741211, 68.4000015258789, 69.75]"
